Exam_Component_ID,Title,Date_of_Test,Time_of_Test,Building,Room,Instructor,class,class_level
1,Financl Markets & Institutions,12-19-2024,8:30AM-11:00AM,KUPF,209,Li,FIN,218
101,Financl Markets & Institutions,12-18-2024,7:30PM-8:50PM,KUPF,104,Hammond,FIN,218
HM1,Financl Markets & Institutions,12-19-2024,8:30AM-11:00AM,KUPF,209,Li,FIN,218
1,Data-Driven Financial Modeling,12-17-2024,8:30AM-11:00AM,FMH,408,Chang,FIN,310
1,Fund Of Corporate Finance,12-19-2024,8:30AM-11:00AM,FMH,408,Fox,FIN,315
101,Fund Of Corporate Finance,12-16-2024,6:00PM-8:30PM,CULM,LECT 1,DeSanto,FIN,315
451,Fund Of Corporate Finance,12-21-2024,6:00PM-8:30PM,Online,NULL,DeSanto,FIN,315
453,Fund Of Corporate Finance,12-21-2024,6:00PM-8:30PM,Online,NULL,Domasky,FIN,315
HM1,Fund Of Corporate Finance,12-19-2024,8:30AM-11:00AM,FMH,408,Fox,FIN,315
1,Fin Data Analytics,12-16-2024,8:30AM-11:00AM,KUPF,206,Liu,FIN,320
1,Financial Statement Analysis,12-16-2024,11:30AM-2:00PM,CKB,212,Tamke,FIN,403
1,Data Mining & Machine Learning,12-18-2024,2:30PM-5:00PM,CKB,114,Yu,FIN,410
101,International Finance,12-18-2024,6:00PM-8:30PM,KUPF,203,Domasky,FIN,422
1,Corporate Finance I,12-17-2024,2:30PM-5:00PM,KUPF,205,Ehrlich,FIN,600
101,Corporate Finance I,12-19-2024,6:00PM-8:30PM,KUPF,208,Tao,FIN,600
853,Corporate Finance I,12-17-2024,6:00PM-8:30PM,Online,NULL,Hammond,FIN,600
855,Corporate Finance I,12-16-2024,6:00PM-8:30PM,Online,NULL,Tao,FIN,600
101,Data Driven Financial Modeling,12-18-2024,6:00PM-8:30PM,CAB,2020,Xu,FIN,616
851,Corporate Finance II,12-18-2024,6:00PM-8:30PM,Online,NULL,Goodwin,FIN,624
101,Derivatives Markets,12-16-2024,6:00PM-8:30PM,KUPF,103,Liu,FIN,641
851,Investmnt Analysis & Portfolio,12-20-2024,6:00PM-8:30PM,Online,NULL,Goodwin,FIN,650
1,Intro to Forensic Science,12-17-2024,11:30AM-2:00PM,TIER,107,Fisher,FRSC,201
3,Intro to Forensic Science,12-17-2024,11:30AM-2:00PM,CULM,110,Parmelee,FRSC,201
5,Intro to Forensic Science,12-17-2024,11:30AM-2:00PM,TIER,106,Casado Zapico,FRSC,201
1,Phys Methods of Forensics &Lab,12-16-2024,8:30AM-11:00AM,CKB,114,Parmelee,FRSC,359
3,Phys Methods of Forensics &Lab,12-16-2024,8:30AM-11:00AM,CKB,114,Parmelee,FRSC,359
1,Forensic Chemistry & Lab,12-18-2024,2:30PM-5:00PM,FMH,403,Chen,FRSC,475
101,Special Topics in Forensic Sci,12-16-2024,6:00PM-8:30PM,FMH,314,Epstein,FRSC,498
103,Special Topics in Forensic Sci,12-17-2024,6:00PM-8:30PM,CKB,114,Osborn,FRSC,498
5,The Twentieth-Century World,12-17-2024,11:30AM-2:00PM,ME,221,Kent,HIST,213
9,The Twentieth-Century World,12-17-2024,11:30AM-2:00PM,ME,221,Kent,HIST,213
HM1,The Twentieth-Century World,12-17-2024,11:30AM-2:00PM,ME,221,Kent,HIST,213
1,Organizational Behavior,12-19-2024,2:30PM-5:00PM,CKB,217,Schachter,HRM,301
3,Organizational Behavior,12-19-2024,2:30PM-5:00PM,CKB,217,Schachter,HRM,301
1,Org Behavior in Tech Orgs,12-19-2024,2:30PM-5:00PM,CKB,207,Somers,HRM,601
851,Org Behavior in Tech Orgs,12-20-2024,6:00PM-8:30PM,Online,NULL,Somers,HRM,601
855,Org Behavior in Tech Orgs,12-21-2024,6:00PM-8:30PM,Online,NULL,Manyindo,HRM,601
857,Org Behavior in Tech Orgs,12-19-2024,6:00PM-8:30PM,Online,NULL,Somers,HRM,601
1,Engr Eco & Cptl Inv Anal,12-20-2024,2:30PM-5:00PM,GITC,2305,Bengu,IE,334
1,Engr Cost Anal & Control,12-16-2024,2:30PM-5:00PM,GITC,2305,Bladikas,IE,335
101,Work Measurement and Standards,12-17-2024,6:00PM-8:30PM,GITC,2311,Tovar,IE,339
101,Human Factors In IE,12-16-2024,6:00PM-8:30PM,ME,224,Kothari,IE,355
101,Deterministic Mod in Oper Resr,12-20-2024,6:00PM-8:30PM,GITC,2305,Shen,IE,439
1,Info & Know Engr Systems,12-16-2024,8:30AM-11:00AM,GITC,2315C,Park,IE,441
1,Robotics & Prog Logic Control,12-19-2024,2:30PM-5:00PM,GITC,2310,Aristilde,IE,455
101,Product Quality Assurance,12-18-2024,6:00PM-8:30PM,GITC,2311,Abdou,IE,461
101,Engineering Management,12-20-2024,6:00PM-8:30PM,CKB,223,Desai,IE,492
103,Engineering Management,12-17-2024,6:00PM-8:30PM,ME,221,Abdou,IE,492
H01,Engineering Management,12-17-2024,2:30PM-5:00PM,FMH,319,Desai,IE,492
101,Advanced Engineerng Stat,12-19-2024,6:00PM-8:30PM,GITC,2305,Bengu,IE,604
101,Engr Cost & Produc Econo,12-20-2024,6:00PM-8:30PM,CKB,317,Naraine,IE,618
101,Syst Analysis & Simulatn,12-16-2024,6:00PM-8:30PM,GITC,2305,Bengu,IE,621
103,Adv Topics Oper Res,12-17-2024,6:00PM-8:30PM,FMH,313,Ikhmeis,IE,650
101,Supply Chain Engineering,12-19-2024,6:00PM-8:30PM,KUPF,106,Das,IE,659
101,Applied Industrial Ergonomics,12-16-2024,6:00PM-8:30PM,FMH,106,Yin,IE,665
1,Methods and Materials,12-16-2024,2:30PM-5:00PM,CKB,320,Brothers,INT,321
101,History of Furniture,12-17-2024,6:00PM-8:30PM,WEST,210,Kogle,INT,350
1,Intro to Website Development,12-17-2024,11:30AM-2:00PM,KUPF,210,Chiusano,IS,117
3,Intro to Website Development,12-17-2024,11:30AM-2:00PM,WEST,LECT 2,Hendela,IS,117
5,Intro to Website Development,12-17-2024,11:30AM-2:00PM,KUPF,210,Chiusano,IS,117
7,Intro to Website Development,12-17-2024,11:30AM-2:00PM,FMH,407,Williams,IS,117
1,Building Web Applications,12-18-2024,8:30AM-11:00AM,CKB,317,Wang,IS,218
3,Building Web Applications,12-18-2024,8:30AM-11:00AM,CULM,110,Williams,IS,218
1,Designing the User Experience,12-20-2024,8:30AM-11:00AM,WEST,LECT 2,Spryszynski,IS,247
3,Designing the User Experience,12-20-2024,8:30AM-11:00AM,ECEC,115,Lee,IS,247
5,Designing the User Experience,12-20-2024,8:30AM-11:00AM,KUPF,202,Dang,IS,247
101,Designing the User Experience,12-17-2024,6:00PM-8:30PM,CKB,G-08,Ohshiro,IS,247
H01,Design Thinking,12-16-2024,8:30AM-11:00AM,FMH,405,Lee,IS,257
1,Intro to Information Systems,12-16-2024,8:30AM-11:00AM,FMH,408,Chiusano,IS,265
101,Intro to Information Systems,12-19-2024,6:00PM-8:30PM,CKB,223,Chiusano,IS,265
103,Intro to Information Systems,12-16-2024,6:00PM-8:30PM,CKB,317,Arroyo,IS,265
1,"Database Design, Mgmt & Appl",12-19-2024,11:30AM-2:00PM,KUPF,210,Hendela,IS,331
3,"Database Design, Mgmt & Appl",12-19-2024,11:30AM-2:00PM,KUPF,210,Hendela,IS,331
5,"Database Design, Mgmt & Appl",12-19-2024,11:30AM-2:00PM,FMH,405,Chiusano,IS,331
451,"Database Design, Mgmt & Appl",12-21-2024,3:00PM-5:30PM,Online,NULL,Markson,IS,331
453,"Database Design, Mgmt & Appl",12-21-2024,12:00PM-2:30PM,Online,NULL,Hendela,IS,331
1,Social Network Analysis,12-19-2024,8:30AM-11:00AM,CKB,114,Tran,IS,333
1,Computing Applications in Bus,12-18-2024,2:30PM-5:00PM,KUPF,207,Ullman,IS,344
3,Computing Applications in Bus,12-18-2024,2:30PM-5:00PM,KUPF,207,Ullman,IS,344
1,"Computers, Society and Ethics",12-20-2024,8:30AM-11:00AM,KUPF,106,Kaplan,IS,350
3,"Computers, Society and Ethics",12-20-2024,8:30AM-11:00AM,KUPF,205,Chiusano,IS,350
101,"Computers, Society and Ethics",12-19-2024,6:00PM-8:30PM,KUPF,118,Will,IS,350
103,"Computers, Society and Ethics",12-17-2024,6:00PM-8:30PM,FMH,110,Will,IS,350
451,"Computers, Society and Ethics",12-21-2024,9:00AM-11:30AM,Online,NULL,Deek,IS,350
453,"Computers, Society and Ethics",12-19-2024,6:00PM-8:30PM,Online,NULL,Teran,IS,350
455,"Computers, Society and Ethics",12-21-2024,9:00AM-11:30AM,Online,NULL,Teran,IS,350
457,"Computers, Society and Ethics",12-20-2024,6:00PM-8:30PM,Online,NULL,Egan,IS,350
459,"Computers, Society and Ethics",12-20-2024,6:00PM-8:30PM,Online,NULL,Egan,IS,350
461,"Computers, Society and Ethics",12-21-2024,6:00PM-8:30PM,Online,NULL,Egan,IS,350
463,"Computers, Society and Ethics",12-20-2024,6:00PM-8:30PM,Online,NULL,Markulic,IS,350
465,"Computers, Society and Ethics",12-21-2024,9:00AM-11:30AM,Online,NULL,Egan,IS,350
467,"Computers, Society and Ethics",12-21-2024,6:00PM-8:30PM,Online,NULL,Egan,IS,350
469,"Computers, Society and Ethics",12-21-2024,3:00PM-5:30PM,Online,NULL,Will,IS,350
1,Content Management Systems,12-17-2024,2:30PM-5:00PM,TIER,105,Williams,IS,373
1,Discovering User Needs for UX,12-16-2024,2:30PM-5:00PM,CKB,204,Spryszynski,IS,375
3,Discovering User Needs for UX,12-16-2024,2:30PM-5:00PM,CKB,204,Spryszynski,IS,375
101,Discovering User Needs for UX,12-19-2024,6:00PM-8:30PM,CKB,G-08,Spryszynski,IS,375
1,Analysis & System Design,12-20-2024,11:30AM-2:00PM,TIER,114,Licciardello,IS,390
451,Analysis & System Design,12-21-2024,9:00AM-11:30AM,Online,NULL,Licciardello,IS,390
451,Web Mining & Infor Retrieval,12-16-2024,6:00PM-8:30PM,Online,NULL,Markson,IS,392
1,Usability & Measuring UX,12-20-2024,2:30PM-5:00PM,KUPF,207,Ohshiro,IS,448
1,IS Mgmt & Business Processes,12-16-2024,11:30AM-2:00PM,CKB,126,Egan,IS,455
1,Advanced Information Systems,12-19-2024,2:30PM-5:00PM,CKB,310,Cartwright,IS,465
3,Special Topics in IS - I,12-17-2024,2:30PM-5:00PM,CKB,341,Malkin,IS,485
3,Web Systems Development,12-16-2024,8:30AM-11:00AM,KUPF,103,Toegel,IS,601
7,Web Systems Development,12-16-2024,8:30AM-11:00AM,KUPF,205,Licciardello,IS,601
9,Web Systems Development,12-16-2024,8:30AM-11:00AM,FMH,319,Williams,IS,601
101,Web Systems Development,12-17-2024,6:00PM-8:30PM,CKB,315,Suero,IS,601
103,Web Systems Development,12-19-2024,6:00PM-8:30PM,CKB,315,Suero,IS,601
1J1,Web Systems Development,12-20-2024,6:00PM-8:30PM,Jersey City,NULL,Tolboom,IS,601
851,Web Systems Development,12-21-2024,6:00PM-8:30PM,Online,NULL,Williams,IS,601
853,Web Systems Development,12-18-2024,6:00PM-8:30PM,Online,NULL,Williams,IS,601
855,Web Systems Development,12-17-2024,6:00PM-8:30PM,Online,NULL,Licciardello,IS,601
101,Enterprise Database Management,12-19-2024,6:00PM-8:30PM,FMH,306,Markulic,IS,631
851,Enterprise Database Management,12-17-2024,6:00PM-8:30PM,Online,NULL,Markulic,IS,631
1,User Experience Design,12-17-2024,8:30AM-11:00AM,CULM,110,Ohshiro,IS,661
851,User Experience Design,12-21-2024,6:00PM-8:30PM,Online,NULL,Lee,IS,661
101,System Analysis and Design,12-18-2024,6:00PM-8:30PM,CKB,320,Kirova,IS,663
851,System Analysis and Design,12-20-2024,6:00PM-8:30PM,Online,NULL,Sabet,IS,663
1,Customer Discovery,12-19-2024,2:30PM-5:00PM,FMH,206,Wohn,IS,664
1,Data Analytics for Info System,12-17-2024,2:30PM-5:00PM,FMH,314,Ohshiro,IS,665
1J1,Data Analytics for Info System,12-17-2024,6:00PM-8:30PM,Jersey City,NULL,Lin,IS,665
851,Data Analytics for Info System,12-18-2024,6:00PM-8:30PM,Online,NULL,Lin,IS,665
1,Information System Principles,12-19-2024,2:30PM-5:00PM,FMH,314,Licciardello,IS,677
101,Information System Principles,12-20-2024,6:00PM-8:30PM,CKB,330,Licciardello,IS,677
851,Information Systems Auditing,12-21-2024,3:00PM-5:30PM,Online,NULL,Pak,IS,680
853,Information Systems Auditing,12-21-2024,6:00PM-8:30PM,Online,NULL,Pak,IS,680
855,Information Systems Auditing,12-17-2024,6:00PM-8:30PM,Online,NULL,Pak,IS,680
1,Business Process Innovation,12-20-2024,2:30PM-5:00PM,FMH,321,Ullman,IS,684
851,Business Process Innovation,12-21-2024,9:00AM-11:30AM,Online,NULL,Ullman,IS,684
851,Enterprise Arch & Integration,12-20-2024,6:00PM-8:30PM,Online,NULL,Casarella,IS,685
1,Web Mining,12-19-2024,11:30AM-2:00PM,CKB,220,Lin,IS,688
1,Intro To Informtn Technolgy,12-20-2024,2:30PM-5:00PM,WEST,LECT 2,Chiusano,IT,101
3,Intro To Informtn Technolgy,12-20-2024,2:30PM-5:00PM,KUPF,210,Watrous-deVersterre,IT,101
5,Intro To Informtn Technolgy,12-20-2024,2:30PM-5:00PM,KUPF,210,Watrous-deVersterre,IT,101
9,Intro To Informtn Technolgy,12-20-2024,2:30PM-5:00PM,ECEC,115,Giannoglou,IT,101
101,Intro To Informtn Technolgy,12-16-2024,6:00PM-8:30PM,CKB,330,Nazzaro,IT,101
105,Intro To Informtn Technolgy,12-17-2024,6:00PM-8:30PM,KUPF,202,Nazzaro,IT,101
1,Adv Program for Infor Tech,12-19-2024,2:30PM-5:00PM,CKB,206,Halper,IT,114
3,Adv Program for Infor Tech,12-19-2024,2:30PM-5:00PM,GITC,1400,Toegel,IT,114
5,Adv Program for Infor Tech,12-19-2024,2:30PM-5:00PM,GITC,1400,Toegel,IT,114
1,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,CKB,206,Watrous-deVersterre,IT,120
3,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,407,Farley,IT,120
3,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,405,Farley,IT,120
3,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,404,Farley,IT,120
5,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,CKB,215,Banduk,IT,120
7,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,407,Farley,IT,120
7,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,405,Farley,IT,120
7,Intro To Networking Technology,12-16-2024,2:30PM-5:00PM,FMH,404,Farley,IT,120
101,Intro To Networking Technology,12-16-2024,6:00PM-8:30PM,GITC,1202,Apostolyuk,IT,120
103,Intro To Networking Technology,12-17-2024,6:00PM-8:30PM,GITC,1202,Martino,IT,120
1,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 1,Sequeira,IT,201
3,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 1,Sequeira,IT,201
7,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 1,Sequeira,IT,201
9,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 1,Sequeira,IT,201
13,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 2,Nersesian,IT,201
15,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 2,Nersesian,IT,201
17,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 2,Nersesian,IT,201
19,Information Design Techniques,12-17-2024,8:30AM-11:00AM,ME,221,Daher,IT,201
21,Information Design Techniques,12-17-2024,8:30AM-11:00AM,ME,221,Daher,IT,201
23,Information Design Techniques,12-17-2024,8:30AM-11:00AM,CKB,114,Talukdar,IT,201
25,Information Design Techniques,12-17-2024,8:30AM-11:00AM,TIER,LECT 2,Nersesian,IT,201
1,Internet Applications,12-19-2024,8:30AM-11:00AM,TIER,LECT 1,Vohra,IT,202
3,Internet Applications,12-19-2024,8:30AM-11:00AM,TIER,LECT 1,Vohra,IT,202
5,Internet Applications,12-19-2024,8:30AM-11:00AM,TIER,LECT 1,Vohra,IT,202
7,Internet Applications,12-19-2024,8:30AM-11:00AM,WEST,LECT 2,Toegel,IT,202
101,Internet Applications,12-18-2024,6:00PM-8:30PM,CKB,330,Rendon,IT,202
103,Internet Applications,12-19-2024,6:00PM-8:30PM,CKB,317,Rendon,IT,202
451,Internet Applications,12-15-2024,1:00PM-2:30PM,Online,NULL,Deek,IT,202
453,Internet Applications,12-15-2024,1:00PM-2:30PM,Online,NULL,Deek,IT,202
455,Internet Applications,12-15-2024,1:00PM-2:30PM,Online,NULL,Deek,IT,202
457,Internet Applications,12-15-2024,1:00PM-2:30PM,Online,NULL,Deek,IT,202
1,Wireless Networks,12-18-2024,8:30AM-11:00AM,TIER,105,Patel,IT,220
3,Wireless Networks,12-18-2024,8:30AM-11:00AM,WEST,LECT 2,Statica,IT,220
101,Wireless Networks,12-16-2024,6:00PM-8:30PM,FMH,413,Martino,IT,220
1,Computer Systems Security,12-17-2024,2:30PM-5:00PM,CULM,LECT 1,Tolboom,IT,230
101,Computer Systems Security,12-18-2024,6:00PM-8:30PM,CKB,317,Giannoglou,IT,230
451,Scripting for System Admin,12-21-2024,12:00PM-2:30PM,Online,NULL,Vohra,IT,240
1,Game Architecture and Design,12-17-2024,2:30PM-5:00PM,CKB,314,Nersesian,IT,265
3,Game Mod Development,12-16-2024,8:30AM-11:00AM,TIER,114,Kehoe,IT,266
101,3D Modeling and Animation,12-17-2024,6:00PM-8:30PM,GITC,3200,Kehoe,IT,270
1,Foundations of Game Production,12-20-2024,8:30AM-11:00AM,FMH,405,Truesdell,IT,286
451,Advanced Internet Applications,12-21-2024,3:00PM-5:30PM,Online,NULL,Vohra,IT,302
1,E-Commerce Technology,12-16-2024,11:30AM-2:00PM,KUPF,117,Patel,IT,310
3,E-Commerce Technology,12-16-2024,11:30AM-2:00PM,KUPF,117,Patel,IT,310
5,E-Commerce Technology,12-16-2024,11:30AM-2:00PM,WEST,LECT 2,Statica,IT,310
451,E-Commerce Technology,12-20-2024,6:00PM-8:30PM,Online,NULL,Statica,IT,310
453,E-Commerce Technology,12-21-2024,6:00PM-8:30PM,Online,NULL,Statica,IT,310
HM1,E-Commerce Technology,12-16-2024,11:30AM-2:00PM,WEST,LECT 2,Statica,IT,310
101,Computer Forensic,12-21-2024,10:30AM-11:50AM,CKB,317,Statica,IT,330
101,Privacy & Informtn Technlgy,12-16-2024,6:00PM-8:30PM,FMH,305,Campos,IT,331
101,Digital Crime,12-21-2024,9:00AM-11:30AM,CKB,317,Statica,IT,332
103,Digital Crime,12-20-2024,6:00PM-8:30PM,CKB,106,Campos,IT,332
451,Digital Crime,12-20-2024,6:00PM-8:30PM,Online,NULL,Patel,IT,332
1,Intro to System Administration,12-16-2024,2:30PM-5:00PM,GITC,1100,Senesy,IT,340
5,Intro to System Administration,12-16-2024,2:30PM-5:00PM,CKB,219,Giannoglou,IT,340
451,Intro to System Administration,12-19-2024,6:00PM-8:30PM,Online,NULL,Senesy,IT,340
101,Graphics for Visual Effects,12-18-2024,6:00PM-8:30PM,ECEC,115,Weiss,IT,360
101,Educational Software Design,12-16-2024,6:00PM-8:30PM,GITC,3200,Spryszynski,IT,380
1,Game Design for XR,12-20-2024,11:30AM-2:00PM,GITC,3200,Vinnikov,IT,382
451,Informtn Technlgy & The Law,12-21-2024,3:00PM-5:30PM,Online,NULL,Garcia,IT,400
1,Computer Systems and Networks,12-18-2024,11:30AM-2:00PM,WEST,LECT 1,Farley,IT,420
3,Computer Systems and Networks,12-18-2024,11:30AM-2:00PM,WEST,LECT 1,Farley,IT,420
5,Computer Systems and Networks,12-18-2024,11:30AM-2:00PM,WEST,LECT 1,Farley,IT,420
7,Computer Systems and Networks,12-18-2024,11:30AM-2:00PM,WEST,LECT 1,Farley,IT,420
101,Computer Systems and Networks,12-18-2024,6:00PM-8:30PM,GITC,1202,Grayson,IT,420
1,Ethical Hacking For Sys Admins,12-16-2024,11:30AM-2:00PM,KUPF,209,Senesy,IT,430
1,3D Game Programming,12-18-2024,2:30PM-5:00PM,CKB,212,Kehoe,IT,466
101,ST:,12-17-2024,6:00PM-8:30PM,TIER,108,Giannoglou,IT,485
1,Systems Integration,12-19-2024,8:30AM-11:00AM,KUPF,117,Kehoe,IT,490
5,Systems Integration,12-20-2024,2:30PM-5:00PM,CULM,LECT 1,Kehoe,IT,490
101,Systems Integration,12-17-2024,6:00PM-8:30PM,GITC,3600,Patel,IT,490
103,Systems Integration,12-19-2024,6:00PM-8:30PM,GITC,3600,Patel,IT,490
101,Informtn Technlgy Capstone,12-17-2024,6:00PM-8:30PM,WEST,LECT 1,Eljabiri,IT,491
103,Informtn Technlgy Capstone,12-19-2024,6:00PM-8:30PM,WEST,LECT 1,Eljabiri,IT,491
HM1,Informtn Technlgy Capstone,12-17-2024,6:00PM-8:30PM,WEST,LECT 1,Eljabiri,IT,491
HM3,Informtn Technlgy Capstone,12-19-2024,6:00PM-8:30PM,WEST,LECT 1,Eljabiri,IT,491
101,Systems Administration,12-17-2024,6:00PM-8:30PM,FMH,207,Tolboom,IT,610
851,Systems Administration,12-19-2024,6:00PM-8:30PM,Online,NULL,Tolboom,IT,610
1,Wireless Net Security & Admin,12-18-2024,11:30AM-2:00PM,FMH,110,Senesy,IT,620
851,Wireless Net Security & Admin,12-21-2024,12:00PM-2:30PM,Online,NULL,Senesy,IT,620
1,Introduction to Literature,12-20-2024,2:30PM-5:00PM,FMH,319,McRae,LIT,230
101,Poetry,12-19-2024,6:00PM-8:30PM,FMH,412,Curley,LIT,355
1,Non-Fiction,12-19-2024,2:30PM-5:00PM,FMH,319,Kimmelman,LIT,365
HM1,Non-Fiction,12-19-2024,2:30PM-5:00PM,FMH,319,Kimmelman,LIT,365
1,Foundations of Math Lib Arts,12-19-2024,11:30AM-2:00PM,TIER,106,Hussein,MATH,101
1,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,CULM,LECT 2,Mafarjeh,MATH,105
3,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,KUPF,210,Carter,MATH,105
5,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,KUPF,210,Carter,MATH,105
7,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,CULM,LECT 3,Horwitz,MATH,105
9,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,CULM,LECT 2,Mafarjeh,MATH,105
11,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,CULM,LECT 3,Horwitz,MATH,105
13,Elem Probability & Statistics,12-16-2024,8:30AM-11:00AM,KUPF,207,Kim,MATH,105
101,Elem Probability & Statistics,12-18-2024,6:00PM-8:30PM,KUPF,207,Dandan,MATH,105
103,Elem Probability & Statistics,12-16-2024,6:00PM-8:30PM,CKB,206,Kariuki,MATH,105
1,University Mathematics A,12-18-2024,3:15PM-5:45PM,CKB,204,Khoukhi,MATH,107
3,University Mathematics A,12-18-2024,3:15PM-5:45PM,CKB,204,Khoukhi,MATH,107
5,University Mathematics A,12-18-2024,3:15PM-5:45PM,CKB,206,Salters,MATH,107
7,University Mathematics A,12-18-2024,3:15PM-5:45PM,KUPF,210,Ferguson,MATH,107
9,University Mathematics A,12-18-2024,3:15PM-5:45PM,ECEC,100,Gupta,MATH,107
11,University Mathematics A,12-18-2024,3:15PM-5:45PM,TIER,111,Correia,MATH,107
13,University Mathematics A,12-18-2024,3:15PM-5:45PM,ECEC,115,Gupta,MATH,107
15,University Mathematics A,12-18-2024,3:15PM-5:45PM,KUPF,210,Ferguson,MATH,107
17,University Mathematics A,12-18-2024,3:15PM-5:45PM,CULM,110,Smaily,MATH,107
19,University Mathematics A,12-18-2024,3:15PM-5:45PM,CKB,214,Estfanous,MATH,107
101,University Mathematics A,12-18-2024,6:00PM-8:30PM,TIER,112,Estfanous,MATH,107
1,University Mathematics B,12-19-2024,11:30AM-2:00PM,CULM,LECT 2,Ikheloa,MATH,108
3,University Mathematics B,12-19-2024,11:30AM-2:00PM,CULM,LECT 2,Ikheloa,MATH,108
5,University Mathematics B,12-19-2024,11:30AM-2:00PM,CKB,217,Jean,MATH,108
7,University Mathematics B,12-19-2024,11:30AM-2:00PM,CULM,LECT 3,Bouayad,MATH,108
9,University Mathematics B,12-19-2024,11:30AM-2:00PM,CKB,214,McKenzie,MATH,108
11,University Mathematics B,12-19-2024,11:30AM-2:00PM,CKB,217,Jean,MATH,108
13,University Mathematics B,12-19-2024,11:30AM-2:00PM,CULM,LECT 3,Bouayad,MATH,108
1,University Mathematics B II,12-17-2024,2:30PM-5:00PM,CKB,204,Cadet,MATH,110
3,University Mathematics B II,12-17-2024,2:30PM-5:00PM,CKB,204,Cadet,MATH,110
5,University Mathematics B II,12-17-2024,2:30PM-5:00PM,CULM,LECT 3,DeBarros,MATH,110
7,University Mathematics B II,12-17-2024,2:30PM-5:00PM,CULM,LECT 3,DeBarros,MATH,110
9,University Mathematics B II,12-17-2024,2:30PM-5:00PM,KUPF,210,Rodriguez,MATH,110
11,University Mathematics B II,12-17-2024,2:30PM-5:00PM,KUPF,210,Rodriguez,MATH,110
13,University Mathematics B II,12-17-2024,2:30PM-5:00PM,ME,221,Okoth,MATH,110
15,University Mathematics B II,12-17-2024,2:30PM-5:00PM,ME,221,Okoth,MATH,110
1,Calculus I,12-18-2024,3:15PM-5:45PM,GITC,1400,Davis,MATH,111
3,Calculus I,12-18-2024,3:15PM-5:45PM,GITC,1400,Davis,MATH,111
5,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,117,Sherman,MATH,111
7,Calculus I,12-18-2024,3:15PM-5:45PM,CULM,LECT 1,Tsipenyuk,MATH,111
9,Calculus I,12-18-2024,3:15PM-5:45PM,CKB,223,Potocki-Dul,MATH,111
11,Calculus I,12-18-2024,3:15PM-5:45PM,CKB,126,Zhao,MATH,111
13,Calculus I,12-18-2024,3:15PM-5:45PM,GITC,1100,Peltekov,MATH,111
15,Calculus I,12-18-2024,3:15PM-5:45PM,GITC,1100,Peltekov,MATH,111
17,Calculus I,12-18-2024,3:15PM-5:45PM,CKB,303,Adubato,MATH,111
19,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,107,Neris,MATH,111
21,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,117,Sherman,MATH,111
23,Calculus I,12-18-2024,3:15PM-5:45PM,CULM,LECT 1,Tsipenyuk,MATH,111
25,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,118,Sampedro,MATH,111
27,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,118,Sampedro,MATH,111
29,Calculus I,12-18-2024,3:15PM-5:45PM,CKB,215,Dandan,MATH,111
31,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,LECT 1,Bekhit,MATH,111
33,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,LECT 1,Bekhit,MATH,111
35,Calculus I,12-18-2024,3:15PM-5:45PM,CKB,303,Adubato,MATH,111
37,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,114,Horwitz,MATH,111
39,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,105,Elassa,MATH,111
41,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,LECT 1,DeGroot,MATH,111
43,Calculus I,12-18-2024,3:15PM-5:45PM,TIER,LECT 1,DeGroot,MATH,111
45,Calculus I,12-18-2024,3:15PM-5:45PM,KUPF,204,Alptekin,MATH,111
101,Calculus I,12-18-2024,6:00PM-8:30PM,TIER,111,Porterfield-Jackson,MATH,111
H01,Calculus I,12-18-2024,3:15PM-5:45PM,FMH,407,Bechtold,MATH,111
